name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,Diesel,120000,Individual,Manual,Second Owner,5,1396,90.00,23.00
Toyota Corolla Altis G,2009,300000,Petrol,100000,Individual,Manual,Second Owner,5,1798,138.10,14.53
Mahindra Bolero DI DX 8 Seater,2009,270000,Diesel,70000,Individual,Manual,Second Owner,8,2523,63.00,13.60
Mahindra Bolero DI DX 7 Seater,2009,270000,Diesel,150000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Hyundai i20 Era Diesel,2009,340000,Diesel,40000,Individual,Manual,First Owner,5,1396,90.00,23.00
Mahindra Bolero SLX 2WD BSIII,2009,290000,Diesel,120000,Individual,Manual,First Owner,7,2523,63.00,13.60
Hyundai Verna CRDi SX,2009,340000,Diesel,214000,Individual,Manual,Second Owner,5,1493,110.00,16.80
Chevrolet Tavera B1-10 seats BSII,2009,295000,Diesel,195000,Individual,Manual,Second Owner,10,2499,80.00,14.80
Hyundai Verna XXi ABS (Petrol),2009,340000,Petrol,214000,Individual,Manual,Second Owner,5,1599,103.20,13.90
Honda City 1.5 S MT,2009,345000,Petrol,47000,Individual,Manual,Second Owner,5,1497,118.00,17.00
Maruti Swift Dzire VDi,2009,360000,Diesel,100000,Individual,Manual,First Owner,5,1248,73.90,19.30
Mahindra Bolero SLX,2009,300000,Diesel,170000,Individual,Manual,Third Owner,7,2523,63.00,13.60
Honda City 1.5 V MT,2009,350000,Petrol,54290,Dealer,Manual,First Owner,5,1497,118.00,17.00
Honda City 1.5 E MT,2009,350000,Petrol,35000,Individual,Manual,First Owner,5,1497,118.00,17.00
Mahindra Xylo E8,2009,300000,Diesel,90000,Individual,Manual,Second Owner,8,2498,112.00,14.00
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,Diesel,230000,Individual,Manual,Second Owner,9,2499,72.40,13.58
Hyundai i20 1.4 Asta (AT),2009,360000,Petrol,60000,Individual,Automatic,Second Owner,5,1396,100.00,15.00
Mahindra Scorpio VLS 2.2 mHawk,2009,320000,Diesel,80000,Individual,Manual,Third Owner,7,2179,120.00,12.05
Hyundai Sonata 2.0L CRDi MT,2009,330000,Diesel,180000,Individual,Manual,First Owner,5,1991,142.00,13.60
Toyota Corolla Altis 1.8 J,2009,340000,Petrol,82000,Individual,Manual,Second Owner,5,1798,138.00,14.53
Mahindra Bolero SLE,2009,310000,Diesel,110000,Individual,Manual,First Owner,7,2523,63.00,13.60
Maruti Swift Dzire ZDi,2009,382000,Diesel,120000,Individual,Manual,First Owner,5,1248,73.90,19.30
Hyundai Verna CRDi SX ABS,2009,375000,Diesel,100000,Individual,Manual,First Owner,5,1493,110.00,18.10
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,Diesel,110000,Individual,Automatic,Second Owner,8,2179,120.00,11.79
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,Diesel,120000,Individual,Manual,Second Owner,7,2179,120.00,12.05
Tata New Safari DICOR 2.2 VX 4x4,2009,380000,Diesel,150000,Individual,Manual,First Owner,7,2179,138.00,13.93
Toyota Corolla Altis 1.8 VL AT,2009,400000,Petrol,90000,Individual,Automatic,First Owner,5,1794,138.10,14.53
Toyota Innova 2.5 G4 Diesel 7-seater,2009,395000,Diesel,200000,Individual,Manual,Third Owner,7,2494,102.00,12.80
Honda Accord 2.4 AT,2009,400000,Petrol,100000,Individual,Automatic,Second Owner,5,2354,177.60,11.70
Mahindra Bolero SLE,2009,400000,Diesel,170000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Toyota Camry W4 (AT),2009,450000,Petrol,71000,Dealer,Automatic,First Owner,5,2362,164.70,12.10
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,Diesel,120000,Individual,Manual,First Owner,7,2179,120.00,12.05
Ford Endeavour 4x2 XLT Limited Edition,2009,480000,Diesel,70000,Individual,Manual,Third Owner,7,2499,143.00,10.90
Tata New Safari DICOR 2.2 GX 4x2,2009,500000,Diesel,80000,Individual,Manual,First Owner,7,2179,138.00,13.93
Honda CR-V 2.4L 4WD AT,2009,500000,Petrol,120000,Individual,Automatic,Second Owner,5,2354,158.80,11.10
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,Diesel,217000,Individual,Manual,Fourth & Above Owner,8,2494,102.00,12.80
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,Diesel,285000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Toyota Innova 2.5 E 7 STR,2009,550000,Diesel,250000,Individual,Manual,First Owner,7,2494,102.00,12.80
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,Diesel,170000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,600000,Diesel,155000,Individual,Automatic,Second Owner,8,2179,120.00,11.79
Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,Diesel,220000,Individual,Manual,First Owner,8,2494,102.00,12.80
Toyota Innova 2.5 GX 7 STR,2009,650000,Diesel,242000,Individual,Manual,Fourth & Above Owner,7,2494,102.00,12.80
Audi Q7 3.0 TDI Quattro,2009,810000,Diesel,98000,Individual,Automatic,Fourth & Above Owner,7,2967,241.40,12.07
BMW 5 Series 520d Sport Line,2009,975000,Diesel,80000,Dealer,Automatic,Second Owner,5,1995,187.74,22.48
Audi Q7 3.0 TDI Quattro,2009,1025000,Diesel,120000,Individual,Automatic,Third Owner,7,2967,241.40,12.07
Mercedes-Benz E-Class E350 Petrol,2009,1000000,Petrol,80000,Individual,Automatic,Third Owner,5,3498,272.00,10.93
BMW 3 Series 320d Highline,2009,1100000,Diesel,60000,Individual,Automatic,Second Owner,5,1995,181.00,16.07
Chevrolet Spark 1.0,2008,45000,Petrol,70000,Individual,Manual,First Owner,5,995,62.00,18.00
Maruti 800 AC,2008,60000,Petrol,80000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC,2008,65000,Petrol,40000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC,2008,65000,Petrol,10000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC BSIII,2008,70000,Petrol,59400,Individual,Manual,Fourth & Above Owner,4,796,37.00,16.10
Maruti 800 AC,2008,75000,Petrol,29000,Individual,Manual,First Owner,4,796,37.00,16.10
Chevrolet Spark 1.0 LS,2008,65000,Petrol,100000,Individual,Manual,Third Owner,5,995,62.00,18.00
Tata Indica V2 DLX TC,2008,45000,Diesel,60000,Individual,Manual,Second Owner,5,1405,68.00,16.80
Tata Indica V2 DiCOR DLG BS-III,2008,50000,Diesel,120000,Individual,Manual,Third Owner,5,1396,70.00,17.50
Chevrolet Spark 1.0 PS,2008,75527,Petrol,80000,Individual,Manual,First Owner,5,995,63.00,16.00
Tata Indica V2 2001-2011 DLS BSIII,2008,60000,Diesel,120000,Individual,Manual,Fourth & Above Owner,5,1396,52.80,17.88
Maruti Wagon R LX BSIII,2008,80000,Petrol,100000,Individual,Manual,Third Owner,5,1061,64.00,17.30
Maruti Alto Std,2008,95000,Petrol,120000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LXi,2008,95000,Petrol,70000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LX,2008,95000,Petrol,80000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indica V2 DLS,2008,65000,Diesel,110000,Individual,Manual,Second Owner,5,1396,53.50,17.20
Tata Indica V2 GLX BSIII,2008,65000,Petrol,50000,Individual,Manual,Second Owner,5,1396,70.00,15.30
Tata Indica V2 DLX,2008,67000,Diesel,80000,Individual,Manual,Second Owner,5,1396,53.50,17.20
Chevrolet Aveo U-VA 1.2 LS,2008,80000,Petrol,70000,Individual,Manual,Second Owner,5,1150,74.90,15.26
Maruti Omni 8 Seater BSII,2008,100000,Petrol,120000,Individual,Manual,Second Owner,8,796,35.00,19.70
Maruti Alto LXi BSIII,2008,100000,Petrol,70000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LXi BSIII,2008,100000,Petrol,195000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indica V2 DLS TC,2008,70000,Diesel,100000,Individual,Manual,First Owner,5,1405,62.00,16.80
Maruti Alto LXi,2008,105000,Petrol,65000,Individual,Manual,Fourth & Above Owner,5,796,46.30,19.70
Tata Indica V2 LSi,2008,85000,Petrol,25000,Individual,Manual,Second Owner,5,1193,64.40,16.84
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,Petrol,48676,Individual,Manual,First Owner,8,796,35.00,19.70
Maruti Alto LXi,2008,110000,Petrol,80000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LXi BSIII,2008,112999,Petrol,80000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Omni 8 Seater BSIV,2008,114999,Petrol,58632,Dealer,Manual,Second Owner,5,796,35.00,14.00
Maruti Wagon R LXI Minor,2008,100000,Petrol,66530,Individual,Manual,Second Owner,5,1061,67.00,18.90
Maruti Alto LXi,2008,114999,Petrol,100000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indigo LX,2008,85000,Diesel,120000,Individual,Manual,First Owner,5,1405,70.00,17.00
Maruti Wagon R LXI Minor,2008,105000,Petrol,100000,Individual,Manual,Third Owner,5,1061,67.00,18.90
Hyundai Santro Xing GL,2008,105000,Petrol,128000,Individual,Manual,First Owner,5,1086,62.00,0.00
Maruti Alto LX BSIII,2008,120000,Petrol,68000,Dealer,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LXi,2008,120000,Petrol,70000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LX BSIII,2008,120000,Petrol,80000,Individual,Manual,Third Owner,5,796,46.30,19.70
Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,Diesel,110000,Individual,Manual,Second Owner,5,1399,68.00,17.70
Maruti Wagon R LXI Minor,2008,110000,Petrol,80000,Individual,Manual,Fourth & Above Owner,5,1061,67.00,18.90
Hyundai Santro Xing XK eRLX Euro II,2008,110000,Petrol,80000,Individual,Manual,Third Owner,5,1086,63.00,17.80
Maruti Alto LXi,2008,128000,Petrol,19000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto STD,2008,129000,Petrol,60000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Wagon R LXI Minor,2008,114999,Petrol,100000,Individual,Manual,Second Owner,5,1061,67.00,18.90
Hyundai Santro Xing GLS,2008,114999,Petrol,80000,Individual,Manual,Second Owner,5,1086,62.10,17.92
Tata Indigo CS LE (TDI) BS-III,2008,99000,Diesel,205000,Individual,Manual,Second Owner,5,1396,69.00,19.09
Tata Indica V2 DLS TC,2008,100000,Diesel,40000,Individual,Manual,First Owner,5,1405,62.00,16.80
Tata Indigo CS LE (TDI) BS-III,2008,100000,Diesel,120000,Individual,Manual,Third Owner,5,1396,69.00,19.09
Tata Indigo CS LX (TDI) BS III,2008,100000,Diesel,120000,Individual,Manual,First Owner,5,1396,69.00,19.09
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,Petrol,40000,Individual,Manual,First Owner,5,1061,64.00,18.20
Hyundai Santro Xing GLS,2008,120000,Petrol,191000,Individual,Manual,First Owner,5,1086,62.10,17.92
Hyundai i10 Era 1.1,2008,120000,Petrol,93331,Individual,Manual,Second Owner,5,1086,68.05,19.81
Hyundai Getz 1.3 GVS,2008,110000,Petrol,120000,Individual,Manual,Second Owner,5,1341,82.90,14.20
Honda City 2017-2020 EXi,2008,105000,Petrol,110000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti Alto LXi,2008,145000,Petrol,120000,Individual,Manual,Second Owner,5,796,46.30,19.70
Hyundai i10 Era,2008,130000,Petrol,30000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Hyundai i10 Era,2008,130000,Petrol,120000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Maruti Wagon R VXI BS IV,2008,135000,Petrol,90000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Alto LXi,2008,150000,Petrol,70000,Individual,Manual,Second Owner,5,796,46.30,19.70
Hyundai i10 Era,2008,135000,Petrol,80000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Tata Indigo LX,2008,120000,Diesel,100000,Individual,Manual,Second Owner,5,1405,70.00,17.00
Hyundai Accent GLE,2008,114999,Petrol,95200,Individual,Manual,Third Owner,5,1495,94.00,13.20
Maruti SX4 Zxi with Leather BSIII,2008,111000,Petrol,110000,Individual,Manual,Third Owner,5,1586,104.68,15.60
Hyundai Santro Xing GLS,2008,140000,Petrol,80000,Individual,Manual,Third Owner,5,1086,62.10,17.92
Hyundai Verna 1.6 Xi ABS,2008,114999,Petrol,55000,Individual,Manual,Second Owner,5,1599,103.20,13.90
Hyundai Verna CRDi,2008,120000,Diesel,120000,Individual,Manual,Second Owner,5,1493,110.00,16.80
Maruti Omni 8 Seater BSII,2008,160000,Petrol,70000,Individual,Manual,Fourth & Above Owner,8,796,35.00,19.70
Hyundai i10 Magna 1.2 iTech SE,2008,140000,Petrol,60000,Individual,Manual,Second Owner,5,1197,78.90,20.36
Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,Petrol,40000,Individual,Manual,Second Owner,5,1061,64.00,18.20
Ford Fiesta 1.4 Duratec ZXI,2008,136000,Petrol,200185,Individual,Manual,First Owner,5,1388,68.00,16.60
Tata Indigo Grand Petrol,2008,135000,Petrol,40000,Individual,Manual,Fourth & Above Owner,5,1396,99.60,12.85
Chevrolet Aveo U-VA 1.2 LS,2008,150000,Petrol,60000,Individual,Manual,Fourth & Above Owner,5,1150,74.90,15.26
Hyundai Getz 1.1 GVS,2008,155000,Petrol,60000,Individual,Manual,Third Owner,5,1086,66.60,15.00
Tata Indigo CS LX (TDI) BS III,2008,140000,Diesel,120000,Individual,Manual,Second Owner,5,1396,69.00,19.09
Skoda Fabia 1.4 TDI Ambiente,2008,140000,Diesel,150000,Individual,Manual,Third Owner,5,1422,70.00,19.40
Hyundai i10 Era,2008,165000,Petrol,90000,Individual,Manual,First Owner,5,1086,68.05,19.81
Tata Indigo LS,2008,150000,Diesel,60000,Individual,Manual,Third Owner,5,1405,70.00,17.00
Ambassador Grand 1500 DSZ BSIII,2008,122000,Diesel,60000,Individual,Manual,Second Owner,5,1995,52.00,12.80
Hyundai i10 Era,2008,170000,Petrol,70000,Individual,Manual,Third Owner,5,1086,68.05,19.81
Maruti Wagon R VXI,2008,175000,Petrol,65000,Dealer,Manual,Second Owner,5,998,67.10,18.90
Honda City 2017-2020 GXi,2008,150000,Petrol,70000,Individual,Manual,Third Owner,5,1497,78.00,17.70
Maruti Swift Dzire VXi,2008,160000,Petrol,123000,Individual,Manual,Third Owner,5,1298,85.80,17.50
Hyundai Verna CRDi SX ABS,2008,150000,Diesel,120000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Hyundai Santro Xing GL,2008,175000,Petrol,40000,Individual,Manual,First Owner,5,1086,62.00,0.00
Honda City 2017-2020 GXi,2008,155000,Petrol,120000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti SX4 Vxi BSIII,2008,150000,Petrol,100000,Individual,Manual,Fourth & Above Owner,5,1586,104.68,15.00
Maruti SX4 Zxi with Leather BSIII,2008,150000,Petrol,89000,Individual,Manual,Second Owner,5,1586,104.68,15.60
Maruti Swift Ldi BSIII,2008,170000,Diesel,120000,Individual,Manual,Third Owner,5,1248,75.00,17.80
Hyundai i10 Magna 1.1L,2008,180000,Petrol,44391,Individual,Manual,Second Owner,5,1086,68.05,19.81
Hyundai i10 Sportz 1.1L,2008,180000,Petrol,100000,Individual,Manual,Third Owner,5,1086,68.05,19.81
Maruti Swift VXI BSIII,2008,170000,Petrol,80000,Individual,Manual,Third Owner,5,1298,88.20,16.10
Maruti Swift Vdi BSIII,2008,175000,Diesel,60000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Maruti Swift Ldi BSIII,2008,175000,Diesel,120000,Individual,Manual,First Owner,5,1248,75.00,17.80
Hyundai i10 Magna 1.1L,2008,185000,Petrol,110000,Individual,Manual,Fourth & Above Owner,5,1086,68.05,19.81
Hyundai Verna Xi (Petrol),2008,160000,Petrol,100000,Individual,Manual,Fourth & Above Owner,5,1599,103.20,13.90
Toyota Corolla H2,2008,150000,Petrol,60000,Individual,Manual,Second Owner,5,1794,125.00,13.40
Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,Diesel,163000,Individual,Manual,Third Owner,5,1399,68.00,17.80
Tata Indica V2 DLG TC,2008,175000,Diesel,120000,Individual,Manual,Third Owner,5,1405,68.00,16.80
Tata Sumo CX 9 Seater,2008,150000,Diesel,120000,Individual,Manual,First Owner,9,1948,68.00,12.20
Hyundai Getz 1.5 CRDi GVS,2008,175000,Diesel,61000,Dealer,Manual,Second Owner,5,1493,110.00,17.10
Maruti Swift Dzire LDi,2008,190000,Diesel,80000,Individual,Manual,Second Owner,5,1248,73.90,19.30
Hyundai i10 Era,2008,200000,Petrol,60000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Hyundai i10 Magna,2008,195000,Petrol,110000,Individual,Manual,Second Owner,5,1197,78.90,20.36
Maruti Swift Vdi BSIII,2008,195000,Diesel,90000,Individual,Manual,Third Owner,5,1248,75.00,17.80
Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,Diesel,180000,Individual,Manual,Second Owner,5,1399,67.00,17.80
Hyundai i10 Magna,2008,200000,Petrol,40000,Individual,Manual,First Owner,5,1197,78.90,20.36
Mitsubishi Lancer 2.0 L Diesel LX,2008,160000,Diesel,100000,Individual,Manual,First Owner,5,1998,68.00,14.80
Honda City 2017-2020 GXi,2008,185000,Petrol,110000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti Swift Dzire ZDi,2008,200000,Diesel,147000,Individual,Manual,Second Owner,5,1248,73.90,19.30
Tata New Safari DICOR 2.2 EX 4x2,2008,150000,Diesel,120000,Individual,Manual,Fourth & Above Owner,7,2179,138.10,11.57
Mitsubishi Lancer 2.0 GLd,2008,165000,Diesel,120000,Individual,Manual,Third Owner,5,1998,68.00,14.80
Maruti Swift Dzire VXi,2008,200000,Petrol,100000,Individual,Manual,First Owner,5,1298,85.80,17.50
Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,Diesel,163000,Individual,Manual,First Owner,5,1399,68.00,17.80
Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,Diesel,163000,Individual,Manual,First Owner,5,1399,68.00,17.80
Maruti Wagon R LXI,2008,221000,Petrol,35008,Dealer,Manual,First Owner,5,998,67.05,21.79
Hyundai i10 Asta,2008,215000,Petrol,70000,Individual,Manual,Second Owner,5,1197,78.90,20.36
Honda City 2017-2020 GXi,2008,200000,Petrol,110000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Hyundai i10 Asta Sunroof AT,2008,220000,Petrol,120000,Individual,Automatic,Second Owner,5,1197,80.00,19.20
Hyundai i10 Magna,2008,220000,Petrol,35000,Individual,Manual,First Owner,5,1197,78.90,20.36
Tata Indigo TDI,2008,210000,Diesel,100000,Individual,Manual,First Owner,5,1405,70.00,19.61
Hyundai i10 Magna 1.1L,2008,229999,Petrol,50000,Individual,Manual,First Owner,5,1086,68.05,19.81
Honda City 2017-2020 EXi,2008,215000,Petrol,110000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Hyundai Sonata 2.4L AT,2008,168000,Petrol,50000,Individual,Automatic,First Owner,5,2359,165.00,11.00
Hyundai Verna CRDi SX,2008,220000,Diesel,85000,Individual,Manual,Second Owner,5,1493,110.00,16.80
Maruti Swift Ldi BSIII,2008,235000,Diesel,152500,Individual,Manual,First Owner,5,1248,75.00,17.80
Tata Sumo EX 10/7 Str BSIII,2008,200000,Diesel,80000,Individual,Manual,First Owner,10,1948,68.00,12.20
Ambassador Grand 2000 DSZ PW CL,2008,200000,Diesel,80000,Individual,Manual,Third Owner,5,1995,52.00,13.50
Hyundai i10 Magna 1.1L,2008,250000,Petrol,100000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Skoda Octavia Rider 1.9 AT TDI,2008,210000,Diesel,120000,Individual,Manual,Second Owner,5,1896,66.00,18.70
Honda City 1.5 E MT,2008,229999,Petrol,120000,Individual,Manual,Second Owner,5,1497,118.00,17.00
Tata Indigo CS GLX BS III,2008,250000,Petrol,100000,Individual,Manual,First Owner,5,1193,65.00,15.20
Maruti Swift Dzire ZDi,2008,250000,Diesel,90000,Individual,Manual,Fourth & Above Owner,5,1248,73.90,19.30
Chevrolet Optra Magnum 2.0 LT,2008,210000,Diesel,90000,Individual,Manual,Fourth & Above Owner,5,1991,123.70,16.52
Tata New Safari Dicor GX 4X2 BS IV,2008,200000,Diesel,110000,Individual,Manual,First Owner,7,2179,138.10,13.93
Honda City 2017-2020 GXi,2008,240000,Petrol,90000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti Swift Dzire VXi,2008,250000,Petrol,70000,Individual,Manual,Fourth & Above Owner,5,1298,85.80,17.50
Mahindra Bolero DI,2008,190000,Diesel,120000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Honda Civic Hybrid,2008,250000,Petrol,60000,Individual,Automatic,Third Owner,5,1339,108.50,20.00
Hyundai Verna CRDi SX,2008,245000,Diesel,127000,Individual,Manual,Second Owner,5,1493,110.00,16.80
Maruti Swift Vdi BSIII,2008,260000,Diesel,90000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Maruti Swift Vdi BSIII,2008,260000,Diesel,100000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Maruti Swift Vdi BSIII,2008,260000,Diesel,120000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Honda City 2017-2020 GXi,2008,250000,Petrol,120000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Honda City 2017-2020 GXi,2008,250000,Petrol,100000,Individual,Manual,First Owner,5,1497,78.00,17.70
Hyundai Verna CRDi SX ABS,2008,250000,Diesel,110000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Skoda Laura Ambiente 1.9 PD,2008,229999,Diesel,110000,Individual,Manual,Second Owner,5,1896,106.00,17.50
Chevrolet Optra Magnum 2.0 LT BS3,2008,225000,Diesel,120000,Individual,Manual,Second Owner,5,1991,123.70,16.52
Maruti Swift Dzire ZDi,2008,270000,Diesel,149000,Individual,Manual,Second Owner,5,1248,73.90,19.30
Hyundai i10 Asta,2008,275000,Petrol,98000,Individual,Manual,Third Owner,5,1197,78.90,20.36
Hyundai Verna Xi (Petrol),2008,260000,Petrol,120000,Individual,Manual,Second Owner,5,1599,103.20,13.90
Maruti Swift Ldi BSIII,2008,290000,Diesel,100000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Honda City 2017-2020 GXi,2008,280000,Petrol,75000,Individual,Manual,First Owner,5,1497,78.00,17.70
Hyundai Verna 1.6 Xi ABS,2008,275000,Petrol,52000,Individual,Manual,Second Owner,5,1599,103.20,13.90
Ford Fiesta Classic 1.6 SXI Duratec,2008,285000,Petrol,60000,Individual,Manual,Second Owner,5,1596,99.60,15.30
Mahindra Bolero DI DX 8 Seater,2008,250000,Diesel,120000,Individual,Manual,First Owner,8,2523,63.00,13.60
Mahindra Bolero SLX 4WD BSIII,2008,250000,Diesel,200000,Individual,Manual,First Owner,7,2523,63.00,13.60
Tata Sumo GX,2008,270000,Diesel,110000,Individual,Manual,Third Owner,7,2179,120.00,14.40
Maruti Swift Dzire ZDi,2008,320000,Diesel,175802,Individual,Manual,Third Owner,5,1248,73.90,19.30
Mahindra Scorpio LX 2.6 Turbo,2008,250000,Diesel,110000,Individual,Manual,Third Owner,7,2609,120.00,10.50
Mahindra Scorpio VLX 2WD BSIII,2008,290000,Diesel,120000,Individual,Manual,Second Owner,8,2179,120.00,12.05
Chevrolet Captiva LT,2008,300000,Diesel,100000,Individual,Manual,Second Owner,7,1991,147.90,11.50
Tata New Safari DICOR 2.2 EX 4x2,2008,300000,Diesel,120000,Individual,Manual,Second Owner,7,2179,138.10,11.57
Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,Diesel,126000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Mahindra Bolero SLX,2008,305000,Diesel,219000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Toyota Innova 2.5 V Diesel 7-seater,2008,325000,Diesel,80000,Individual,Manual,Fourth & Above Owner,7,2494,102.00,12.80
Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,Diesel,100000,Individual,Manual,Second Owner,9,2609,116.60,12.70
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,330000,Diesel,193623,Individual,Manual,Second Owner,8,2494,102.00,12.80
Honda Civic 1.8 V MT,2008,375000,Petrol,90000,Individual,Manual,Third Owner,5,1799,130.00,13.50
Honda Civic 1.8 V MT,2008,375000,Petrol,100000,Individual,Manual,Third Owner,5,1799,130.00,13.50
Mahindra Bolero PLUS AC,2008,350000,Diesel,90000,Individual,Manual,First Owner,7,2523,63.00,13.60
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,370000,Diesel,120000,Individual,Manual,Second Owner,8,2494,102.00,12.80
Mahindra Scorpio SLX 4WD LE,2008,365000,Diesel,120000,Individual,Manual,Fourth & Above Owner,8,2609,120.00,12.70
Mahindra Scorpio SLX 4WD,2008,375000,Diesel,136500,Individual,Manual,Fourth & Above Owner,8,2609,120.00,12.70
Mahindra Scorpio VLS 2.2 mHawk,2008,400000,Diesel,100000,Individual,Manual,Third Owner,7,2179,120.00,12.05
Honda CR-V 2.4L 4WD MT,2008,400000,Petrol,120000,Individual,Manual,First Owner,5,2354,158.80,11.10
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,Diesel,110000,Individual,Manual,First Owner,8,2609,116.60,12.70
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,Diesel,250000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Mahindra Scorpio 1.99 S10 4WD,2008,450000,Diesel,78000,Dealer,Manual,First Owner,7,1997,120.00,15.40
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,Diesel,112000,Individual,Manual,First Owner,9,2609,120.00,10.50
Tata New Safari DICOR 2.2 EX 4x2,2008,500000,Diesel,179150,Individual,Manual,Second Owner,7,2179,138.10,11.57
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,Diesel,219000,Individual,Manual,Second Owner,8,2494,102.00,12.80
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,Diesel,154000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,Diesel,120000,Individual,Automatic,Second Owner,5,2143,170.00,14.84
Volkswagen Passat Highline DSG S,2008,585000,Diesel,120000,Individual,Automatic,First Owner,5,1968,140.00,14.30
Toyota Innova 2.5 V Diesel 7-seater,2008,570000,Diesel,134000,Individual,Manual,Second Owner,7,2494,102.00,12.80
Toyota Innova 2.5 V Diesel 8-seater,2008,700000,Diesel,260000,Individual,Manual,First Owner,8,2494,102.00,12.80
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,Diesel,80000,Individual,Automatic,Second Owner,5,2143,170.00,14.84
BMW X5 3.0d,2008,830000,Diesel,60000,Individual,Automatic,Third Owner,5,2993,235.00,11.00
BMW 5 Series 520d,2008,1100000,Diesel,122000,Individual,Automatic,Second Owner,5,1995,177.00,18.48
Maruti 800 AC,2007,35000,Petrol,10000,Individual,Manual,First Owner,4,796,37.00,16.10
Maruti 800 Std,2007,45000,Petrol,80000,Individual,Manual,First Owner,4,796,37.00,16.10
